"CBSA","CBSA.Code","Year","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.PM2.5","Days.PM10"
"Hobbs, NM",26020,2016,364,312,52,0,0,0,0,97,58,41,0,4,349,11,0
"Holland, MI",26090,2016,240,185,46,9,0,0,0,150,71,40,0,0,177,63,0
"Homosassa Springs, FL",26140,2016,343,309,33,1,0,0,0,104,50,34,0,0,0,343,0
"Hot Springs, AR",26300,2016,119,97,22,0,0,0,0,67,53,36,0,0,0,119,0
"Houghton, MI",26340,2016,120,120,0,0,0,0,0,47,25,9,0,0,0,120,0
"Houma-Thibodaux, LA",26380,2016,366,330,36,0,0,0,0,93,50,37,0,0,286,80,0
"Houston-The Woodlands-Sugar Land, TX",26420,2016,366,164,179,22,1,0,0,159,92,52,0,27,189,145,5
"Huntington, IN",26540,2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0
"Huntington-Ashland, WV-KY-OH",26580,2016,366,246,117,3,0,0,0,129,62,43,0,2,130,233,1
"Huntsville, AL",26620,2016,333,280,52,1,0,0,0,122,55,40,0,0,235,34,64
"Idaho Falls, ID",26820,2016,366,331,34,1,0,0,0,108,50,40,0,0,302,64,0
"Indiana, PA",26860,2016,354,309,41,4,0,0,0,136,54,38,0,0,354,0,0
"Indianapolis-Carmel-Anderson, IN",26900,2016,366,198,156,12,0,0,0,143,77,49,0,4,134,226,2
"Iowa City, IA",26980,2016,366,305,61,0,0,0,0,100,53,33,0,0,0,363,3
"Ithaca, NY",27060,2016,361,331,28,2,0,0,0,122,48,36,0,0,361,0,0
"Jackson, MS",27140,2016,366,251,115,0,0,0,0,100,60,43,0,0,148,218,0
"Jackson, TN",27180,2016,115,108,7,0,0,0,0,59,43,28,0,0,0,115,0
"Jackson, WY-ID",27220,2016,366,331,35,0,0,0,0,99,50,41,0,0,351,15,0
"Jacksonville, FL",27260,2016,366,267,99,0,0,0,0,97,61,43,0,2,208,156,0
"Jamestown, ND",27420,2016,365,359,6,0,0,0,0,88,22,8,0,0,0,0,365
"Jamestown-Dunkirk-Fredonia, NY",27460,2016,363,321,39,3,0,0,0,140,54,37,0,0,352,11,0
"Janesville-Beloit, WI",27500,2016,187,159,23,5,0,0,0,119,61,39,0,0,187,0,0
"Jasper, IN",27540,2016,127,104,23,0,0,0,0,73,55,33,0,0,0,125,2
"Jefferson City, MO",27620,2016,214,200,13,1,0,0,0,101,49,38,0,0,214,0,0
"Johnstown, PA",27780,2016,366,264,102,0,0,0,0,97,64,43,1,6,210,148,1
"Joplin, MO",27900,2016,361,319,41,1,0,0,0,110,51,34,0,0,191,0,170
"Juneau, AK",27940,2016,305,255,50,0,0,0,0,89,58,20,0,0,0,297,8
"Kahului-Wailuku-Lahaina, HI",27980,2016,366,348,17,1,0,0,0,130,39,21,0,0,0,366,0
"Kalamazoo-Portage, MI",28020,2016,363,286,69,8,0,0,0,119,62,38,0,0,161,202,0
"Kalispell, MT",28060,2016,366,326,40,0,0,0,0,77,51,35,0,0,238,79,49
"Kansas City, MO-KS",28140,2016,366,229,130,7,0,0,0,129,70,46,0,19,176,158,13
"Kapaa, HI",28180,2016,358,356,2,0,0,0,0,54,28,14,0,61,0,297,0
"Keene, NH",28300,2016,366,317,48,1,0,0,0,105,53,36,0,0,287,79,0
"Kennewick-Richland, WA",28420,2016,366,325,39,2,0,0,0,122,51,31,0,0,127,216,23
"Killeen-Temple, TX",28660,2016,365,331,34,0,0,0,0,100,50,38,0,0,365,0,0
"Kingsport-Bristol-Bristol, TN-VA",28700,2016,325,263,59,3,0,0,0,127,61,41,2,44,233,46,0
"Kingsville, TX",28780,2016,153,128,25,0,0,0,0,92,53,28,0,0,0,153,0
"Kinston, NC",28820,2016,193,171,22,0,0,0,0,97,51,40,0,0,193,0,0
"Klamath Falls, OR",28900,2016,363,290,73,0,0,0,0,91,63,30,0,0,0,363,0
"Knoxville, TN",28940,2016,366,198,154,11,3,0,0,169,84,49,0,0,253,102,11
"Kokomo, IN",29020,2016,325,243,82,0,0,0,0,81,58,36,0,0,0,325,0
"La Crosse-Onalaska, WI-MN",29100,2016,355,317,38,0,0,0,0,87,52,32,0,0,171,184,0
"La Grande, OR",29260,2016,364,329,35,0,0,0,0,99,48,18,0,0,0,357,7
"Laconia, NH",29060,2016,257,241,16,0,0,0,0,84,49,33,0,0,180,77,0
"Lafayette, LA",29180,2016,366,287,79,0,0,0,0,97,59,42,0,0,278,88,0
"Lafayette-West Lafayette, IN",29200,2016,352,277,73,2,0,0,0,101,61,38,0,0,157,195,0
"Lake Charles, LA",29340,2016,366,241,124,1,0,0,0,112,62,44,0,1,117,248,0
"Lake City, FL",29380,2016,345,283,62,0,0,0,0,90,58,38,0,0,223,122,0
"Lake Havasu City-Kingman, AZ",29420,2016,357,336,21,0,0,0,0,83,40,18,0,0,0,34,323
"Lakeland-Winter Haven, FL",29460,2016,366,320,46,0,0,0,0,90,53,39,0,0,246,120,0
"Lancaster, PA",29540,2016,366,187,173,6,0,0,0,136,74,50,0,0,146,220,0
"Lansing-East Lansing, MI",29620,2016,366,295,64,7,0,0,0,126,61,40,0,4,251,111,0
"Laramie, WY",29660,2016,366,266,100,0,0,0,0,97,64,46,0,0,295,4,67
"Laredo, TX",29700,2016,366,285,81,0,0,0,0,96,60,37,0,0,113,252,1
"Las Cruces, NM",29740,2016,366,154,197,12,2,0,1,585,87,54,0,1,221,64,80
"Las Vegas-Henderson-Paradise, NV",29820,2016,366,125,215,25,0,1,0,268,93,58,0,27,219,114,6
"Lawrenceburg, TN",29980,2016,116,111,5,0,0,0,0,82,47,26,0,0,0,116,0
"Lawton, OK",30020,2016,366,309,57,0,0,0,0,90,54,40,0,0,284,82,0
"Lebanon, PA",30140,2016,366,189,170,7,0,0,0,122,67,50,0,0,125,241,0
"Lewiston, ID-WA",30300,2016,366,312,52,2,0,0,0,141,54,29,0,0,0,366,0
"Lewiston-Auburn, ME",30340,2016,358,333,25,0,0,0,0,79,47,32,0,0,170,183,5
"Lexington, NE",30420,2016,12,12,0,0,0,0,0,49,46,14,0,0,0,0,12
"Lexington-Fayette, KY",30460,2016,362,294,67,1,0,0,0,126,60,40,0,28,211,123,0
"Lima, OH",30620,2016,366,316,47,3,0,0,0,122,58,34,0,0,206,160,0
"Lincoln, NE",30700,2016,261,239,22,0,0,0,0,74,49,36,0,0,198,63,0
"Little Rock-North Little Rock-Conway, AR",30780,2016,366,257,109,0,0,0,0,100,60,44,0,6,166,194,0
"Logan, UT-ID",30860,2016,366,272,84,10,0,0,0,129,69,44,0,2,230,132,2
"Longview, TX",30980,2016,366,336,30,0,0,0,0,100,49,36,0,1,365,0,0
"Longview, WA",31020,2016,363,348,15,0,0,0,0,74,37,18,0,0,0,363,0
"Los Alamos, NM",31060,2016,119,119,0,0,0,0,0,24,16,8,0,0,0,119,0
"Los Angeles-Long Beach-Anaheim, CA",31080,2016,366,32,226,83,21,4,0,210,134,75,0,30,181,153,2
"Louisville/Jefferson County, KY-IN",31140,2016,366,209,138,18,1,0,0,151,83,48,0,8,166,192,0
"Lubbock, TX",31180,2016,119,118,1,0,0,0,0,54,33,21,0,0,0,119,0
"Ludington, MI",31220,2016,180,157,17,6,0,0,0,129,64,38,0,0,180,0,0
"Lynchburg, VA",31340,2016,120,115,5,0,0,0,0,60,44,28,0,0,0,120,0
"Macon, GA",31420,2016,366,267,94,5,0,0,0,147,63,42,0,0,146,220,0
"Madera, CA",31460,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
"Madison, WI",31540,2016,361,293,65,3,0,0,0,108,60,38,0,0,165,194,2
"Malone, NY",31660,2016,360,359,1,0,0,0,0,51,37,21,0,162,198,0,0
"Manchester-Nashua, NH",31700,2016,366,333,30,3,0,0,0,108,50,37,0,0,355,11,0
"Manitowoc, WI",31820,2016,188,160,21,7,0,0,0,147,67,37,0,0,188,0,0
"Marietta, OH",31930,2016,214,189,25,0,0,0,0,90,54,40,0,0,214,0,0
"Marshall, MN",32140,2016,356,336,19,1,0,0,0,110,46,30,0,0,196,160,0
"Marshall, TX",32220,2016,366,329,37,0,0,0,0,76,51,37,0,0,236,130,0
"Mason City, IA",32380,2016,350,346,4,0,0,0,0,59,31,15,0,0,0,0,350
"McAlester, OK",32540,2016,366,307,59,0,0,0,0,83,55,40,0,0,249,117,0
"McAllen-Edinburg-Mission, TX",32580,2016,366,289,76,1,0,0,0,114,61,36,0,0,182,181,3
"Medford, OR",32780,2016,366,306,60,0,0,0,0,81,55,35,0,0,112,254,0
"Memphis, TN-MS-AR",32820,2016,366,261,97,7,1,0,0,159,67,44,0,11,241,114,0
"Merced, CA",32900,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
"Meridian, MS",32940,2016,212,203,9,0,0,0,0,71,48,37,0,0,212,0,0
"Miami, OK",33060,2016,366,296,70,0,0,0,0,79,56,40,0,0,152,212,2
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2016,363,205,152,5,1,0,0,164,69,48,1,6,81,236,39
"Michigan City-La Porte, IN",33140,2016,244,205,37,2,0,0,0,112,60,36,0,0,169,75,0
"Middlesborough, KY",33180,2016,261,236,23,1,1,0,0,161,50,39,0,0,235,26,0
"Milwaukee-Waukesha-West Allis, WI",33340,2016,366,254,103,8,1,0,0,185,67,42,0,18,195,152,1
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2016,366,217,145,3,1,0,0,151,69,46,0,7,95,124,140
"Missoula, MT",33540,2016,366,166,175,25,0,0,0,139,95,53,0,0,50,316,0
"Mobile, AL",33660,2016,358,269,87,2,0,0,0,139,58,42,0,0,139,219,0
"Modesto, CA",33700,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,159,4
"Monroe, LA",33740,2016,344,314,30,0,0,0,0,72,50,36,0,0,286,58,0
"Monroe, MI",33780,2016,120,103,17,0,0,0,0,68,53,30,0,0,0,120,0
"Montgomery, AL",33860,2016,363,285,76,1,1,0,0,170,58,42,0,0,175,188,0
"Montrose, CO",33940,2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0
"Morehead City, NC",33980,2016,327,308,19,0,0,0,0,93,47,36,0,0,327,0,0
"Morgantown, WV",34060,2016,260,239,21,0,0,0,0,74,49,36,0,0,191,69,0
"Morristown, TN",34100,2016,239,158,79,2,0,0,0,133,74,47,0,0,239,0,0
"Moscow, ID",34140,2016,270,268,2,0,0,0,0,58,22,8,0,0,0,270,0
"Moses Lake, WA",34180,2016,361,350,11,0,0,0,0,62,34,18,0,0,0,361,0
"Mount Vernon, IL",34500,2016,285,227,58,0,0,0,0,100,61,39,0,0,170,115,0
"Mount Vernon, OH",34540,2016,213,175,38,0,0,0,0,100,64,41,0,0,213,0,0
"Mount Vernon-Anacortes, WA",34580,2016,366,354,12,0,0,0,0,78,44,32,0,1,265,100,0
"Muncie, IN",34620,2016,230,192,37,1,0,0,0,115,58,39,0,0,156,74,0
"Muscatine, IA",34700,2016,366,280,86,0,0,0,0,95,59,37,0,0,0,365,1
"Muskegon, MI",34740,2016,178,138,33,5,2,0,0,159,71,41,0,0,178,0,0
"Muskogee, OK",34780,2016,355,350,5,0,0,0,0,76,30,17,0,0,0,0,355
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2016,136,136,0,0,0,0,0,39,33,26,0,0,136,0,0
"Napa, CA",34900,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
"Naples-Immokalee-Marco Island, FL",34940,2016,366,336,30,0,0,0,0,87,50,37,0,0,240,126,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2016,366,233,127,6,0,0,0,126,64,45,0,40,155,171,0
"New Castle, IN",35220,2016,119,106,13,0,0,0,0,65,51,28,0,0,0,119,0
"New Castle, PA",35260,2016,355,326,28,1,0,0,0,112,49,33,0,0,355,0,0
"New Haven-Milford, CT",35300,2016,366,256,96,11,3,0,0,164,73,44,0,27,217,122,0
"New Orleans-Metairie, LA",35380,2016,366,265,97,4,0,0,0,126,61,45,0,7,192,167,0
"New York-Newark-Jersey City, NY-NJ-PA",35620,2016,366,155,181,28,2,0,0,161,97,53,0,43,162,160,1
"Niles-Benton Harbor, MI",35660,2016,242,181,50,11,0,0,0,140,80,40,0,0,175,67,0
"Nogales, AZ",35700,2016,363,260,102,0,1,0,0,191,62,38,0,0,0,200,163
"North Port-Sarasota-Bradenton, FL",35840,2016,366,297,69,0,0,0,0,97,56,41,0,0,228,138,0
"Norwich-New London, CT",35980,2016,357,306,41,9,1,0,0,154,58,34,0,0,178,179,0
"Ocala, FL",36100,2016,366,324,41,1,0,0,0,105,52,38,0,0,239,127,0
"Odessa, TX",36220,2016,365,336,28,1,0,0,0,102,49,27,0,0,0,365,0
"Ogden-Clearfield, UT",36260,2016,366,216,126,24,0,0,0,143,90,48,0,38,236,92,0
"Oklahoma City, OK",36420,2016,366,264,99,3,0,0,0,129,66,44,0,26,229,109,2
"Olympia-Tumwater, WA",36500,2016,349,328,21,0,0,0,0,90,44,27,0,0,138,211,0
"Omaha-Council Bluffs, NE-IA",36540,2016,366,252,112,2,0,0,0,130,61,43,0,0,149,169,48
"Orlando-Kissimmee-Sanford, FL",36740,2016,366,280,85,1,0,0,0,115,61,42,0,9,250,107,0
"Othello, WA",36830,2016,346,345,1,0,0,0,0,52,25,14,0,0,0,346,0
"Owensboro, KY",36980,2016,366,233,130,2,1,0,0,156,64,45,0,0,92,274,0
"Oxford, NC",37080,2016,213,179,34,0,0,0,0,97,61,41,0,0,213,0,0
"Oxnard-Thousand Oaks-Ventura, CA",37100,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,127,7
"Paducah, KY-IL",37140,2016,366,256,109,1,0,0,0,115,61,43,0,1,113,252,0
"Pahrump, NV",37220,2016,366,349,15,1,0,0,1,349,35,15,0,0,0,0,366
"Palatka, FL",37260,2016,361,361,0,0,0,0,0,45,24,14,0,0,0,0,361
"Palm Bay-Melbourne-Titusville, FL",37340,2016,366,332,34,0,0,0,0,84,50,39,0,0,292,74,0
"Panama City, FL",37460,2016,366,328,38,0,0,0,0,87,51,38,0,0,264,102,0
"Parkersburg-Vienna, WV",37620,2016,265,220,44,1,0,0,0,112,61,42,0,0,199,66,0
"Payson, AZ",37740,2016,366,257,107,2,0,0,0,115,71,44,0,0,300,2,64
"Pensacola-Ferry Pass-Brent, FL",37860,2016,366,304,62,0,0,0,0,97,58,41,0,0,273,93,0
"Peoria, IL",37900,2016,366,276,88,2,0,0,0,108,58,41,0,0,195,171,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2016,366,123,225,16,2,0,0,154,87,57,0,8,135,216,7
"Phoenix-Mesa-Scottsdale, AZ",38060,2016,366,26,265,67,5,2,1,1263,115,74,0,13,107,79,167
"Pierre, SD",38180,2016,352,347,5,0,0,0,0,65,30,17,0,0,0,352,0
"Pittsburgh, PA",38300,2016,366,117,221,27,1,0,0,152,93,58,0,1,116,249,0
"Pittsfield, MA",38340,2016,355,310,45,0,0,0,0,79,53,27,0,0,0,355,0
"Platteville, WI",38420,2016,281,251,30,0,0,0,0,78,52,29,0,0,0,281,0
"Pocatello, ID",38540,2016,366,319,47,0,0,0,0,84,52,28,0,0,0,309,57
"Ponca City, OK",38620,2016,361,252,106,3,0,0,0,126,59,43,0,0,137,224,0
"Ponce, PR",38660,2016,364,341,23,0,0,0,0,70,44,24,9,0,0,80,275
"Port Angeles, WA",38820,2016,366,328,38,0,0,0,0,69,51,37,0,0,245,121,0
"Port St. Lucie, FL",38940,2016,366,327,39,0,0,0,0,93,51,39,0,0,263,103,0
"Portland-South Portland, ME",38860,2016,366,327,37,2,0,0,0,108,52,36,0,11,282,69,4
"Portland-Vancouver-Hillsboro, OR-WA",38900,2016,366,300,64,2,0,0,0,108,59,35,0,14,229,123,0
"Portsmouth, OH",39020,2016,366,356,9,1,0,0,0,129,42,15,0,0,0,119,247
"Prescott, AZ",39140,2016,349,300,49,0,0,0,0,90,54,40,0,0,343,6,0
"Price, UT",39220,2016,312,230,82,0,0,0,0,93,67,44,0,19,293,0,0
"Prineville, OR",39260,2016,348,285,62,1,0,0,0,115,57,20,0,0,0,348,0
"Providence-Warwick, RI-MA",39300,2016,366,265,95,5,1,0,0,151,65,44,0,40,191,135,0
"Provo-Orem, UT",39340,2016,366,223,124,17,2,0,0,166,87,47,0,61,226,75,4
"Pueblo, CO",39380,2016,128,126,2,0,0,0,0,64,35,20,0,0,0,72,56
"Pullman, WA",39420,2016,366,359,7,0,0,0,0,84,33,17,0,0,0,366,0
"Quincy, IL-MO",39500,2016,214,199,15,0,0,0,0,80,49,36,0,0,214,0,0
"Racine, WI",39540,2016,197,153,35,8,1,0,0,169,77,42,0,0,197,0,0
"Raleigh, NC",39580,2016,366,231,132,3,0,0,0,135,66,46,0,0,175,191,0
"Rapid City, SD",39660,2016,366,289,76,1,0,0,0,101,59,43,0,6,246,40,74
"Reading, PA",39740,2016,366,222,137,7,0,0,0,129,68,46,0,0,158,208,0
"Red Bluff, CA",39780,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,40,1
"Red Wing, MN",39860,2016,214,202,12,0,0,0,0,87,47,34,0,0,214,0,0
"Redding, CA",39820,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0
"Reno, NV",39900,2016,366,234,125,7,0,0,0,108,77,46,0,16,280,59,11
"Richmond, VA",40060,2016,366,263,99,4,0,0,0,129,64,43,0,11,214,141,0
"Richmond-Berea, KY",40080,2016,97,87,10,0,0,0,0,90,51,30,0,0,0,97,0
"Riverside-San Bernardino-Ontario, CA",40140,2016,366,16,189,92,53,14,2,389,178,90,0,26,195,105,40
"Riverton, WY",40180,2016,366,305,61,0,0,0,0,84,58,44,0,0,335,31,0
"Roanoke, VA",40220,2016,366,315,51,0,0,0,0,100,53,36,1,29,164,172,0
"Rochester, MN",40340,2016,365,328,36,1,0,0,0,104,51,33,0,0,187,178,0
"Rochester, NY",40380,2016,366,306,58,2,0,0,0,136,58,38,0,3,249,114,0
"Rock Springs, WY",40540,2016,366,304,62,0,0,0,0,100,58,44,0,0,327,4,35
"Rockford, IL",40420,2016,354,316,35,3,0,0,0,105,51,34,0,0,314,40,0
"Rockland, ME",40500,2016,181,171,9,1,0,0,0,122,48,33,0,0,181,0,0
"Rocky Mount, NC",40580,2016,356,305,51,0,0,0,0,97,54,34,0,0,180,176,0
"Rome, GA",40660,2016,326,254,72,0,0,0,0,87,57,37,0,0,0,326,0
"Roseburg, OR",40700,2016,339,325,14,0,0,0,0,65,38,17,0,0,0,339,0
"Roswell, NM",40740,2016,117,116,1,0,0,0,0,89,30,17,0,0,0,117,0
"Ruidoso, NM",40760,2016,113,111,2,0,0,0,0,70,20,10,0,0,0,113,0
"Rutland, VT",40860,2016,366,320,46,0,0,0,0,87,54,35,0,11,232,123,0
"Sacramento--Roseville--Arden-Arcade, CA",40900,2016,366,130,177,44,15,0,0,172,114,58,0,1,237,128,0
"Salem, OH",41400,2016,61,61,0,0,0,0,0,36,24,15,0,0,0,0,61
"Salem, OR",41420,2016,361,325,36,0,0,0,0,97,50,30,0,0,147,214,0
"Salinas, CA",41500,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
"Salisbury, MD-DE",41540,2016,366,290,73,3,0,0,0,129,61,41,0,0,303,63,0
"Salt Lake City, UT",41620,2016,366,183,155,23,5,0,0,166,91,51,0,29,258,77,2
"San Antonio-New Braunfels, TX",41700,2016,366,268,92,5,1,0,0,160,64,43,0,7,222,137,0
"San Diego-Carlsbad, CA",41740,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
"San Francisco-Oakland-Hayward, CA",41860,2016,366,216,135,13,2,0,0,154,74,47,0,10,168,188,0
"San Jose-Sunnyvale-Santa Clara, CA",41940,2016,366,250,110,6,0,0,0,126,68,44,0,6,237,123,0
"San Juan-Carolina-Caguas, PR",41980,2016,366,260,93,8,3,2,0,225,59,31,77,10,78,146,55
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42
"Sandpoint, ID",41760,2016,366,337,29,0,0,0,0,81,46,20,0,0,0,309,57
"Sanford, NC",41820,2016,363,279,84,0,0,0,0,100,58,43,0,0,197,166,0
"Santa Cruz-Watsonville, CA",42100,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0
"Santa Fe, NM",42140,2016,366,301,65,0,0,0,0,90,61,43,0,0,363,3,0
"Santa Maria-Santa Barbara, CA",42200,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35
"Santa Rosa, CA",42220,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4
"Sault Ste. Marie, MI",42300,2016,299,277,21,1,0,0,0,101,46,31,0,0,134,165,0
"Savannah, GA",42340,2016,365,311,51,3,0,0,0,143,53,37,0,0,139,226,0
"Sayre, PA",42380,2016,358,315,43,0,0,0,0,97,52,38,0,1,221,136,0
"Scottsbluff, NE",42420,2016,87,83,4,0,0,0,0,57,41,19,0,0,0,87,0
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2016,366,290,72,4,0,0,0,129,64,41,0,4,250,112,0
"Seattle-Tacoma-Bellevue, WA",42660,2016,366,279,84,2,1,0,0,155,63,42,0,65,171,130,0
"Sebastian-Vero Beach, FL",42680,2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0
"Sebring, FL",42700,2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0
"Seneca, SC",42860,2016,349,311,36,2,0,0,0,133,51,40,0,0,293,56,0
"Sevierville, TN",42940,2016,358,297,58,3,0,0,0,112,58,44,0,0,358,0,0
"Seymour, IN",42980,2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0
"Sheboygan, WI",43100,2016,203,166,25,10,2,0,0,164,67,39,0,0,203,0,0
"Shelton, WA",43220,2016,366,352,14,0,0,0,0,68,38,20,0,0,0,366,0
"Sheridan, WY",43260,2016,366,333,32,1,0,0,0,110,50,38,0,0,300,34,32
"Show Low, AZ",43320,2016,366,301,65,0,0,0,0,90,54,43,0,0,352,0,14
"Shreveport-Bossier City, LA",43340,2016,366,271,95,0,0,0,0,90,59,42,0,0,212,150,4
"Sierra Vista-Douglas, AZ",43420,2016,366,281,83,2,0,0,0,141,61,44,0,0,323,3,40
"Sioux City, IA-NE-SD",43580,2016,366,322,42,2,0,0,0,112,54,36,0,1,228,116,21
"Sioux Falls, SD",43620,2016,366,312,52,2,0,0,0,105,55,38,0,2,271,87,6
"Somerset, KY",43700,2016,278,246,32,0,0,0,0,90,51,39,0,0,212,66,0
"Somerset, PA",43740,2016,357,324,32,1,0,0,0,105,50,36,0,0,357,0,0
"Sonora, CA",43760,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
"South Bend-Mishawaka, IN-MI",43780,2016,364,246,108,10,0,0,0,129,72,43,0,19,152,193,0
"Spartanburg, SC",43900,2016,351,240,109,2,0,0,0,126,61,44,0,0,137,214,0
"Spokane-Spokane Valley, WA",44060,2016,366,261,103,2,0,0,0,110,62,41,0,0,127,232,7
"Springfield, IL",44100,2016,364,319,44,1,0,0,0,105,53,35,0,0,323,41,0
"Springfield, MA",44140,2016,366,295,65,5,1,0,0,161,61,39,0,5,280,81,0
"Springfield, MO",44180,2016,366,313,53,0,0,0,0,71,53,38,0,0,183,181,2
"Springfield, OH",44220,2016,363,267,90,6,0,0,0,119,65,42,0,0,178,185,0
"St. Cloud, MN",41060,2016,366,338,28,0,0,0,0,97,48,30,0,0,196,170,0
"St. George, UT",41100,2016,366,286,80,0,0,0,0,87,61,43,0,1,353,12,0
"St. Joseph, MO-KS",41140,2016,366,292,74,0,0,0,0,100,59,40,0,0,145,188,33
"St. Louis, MO-IL",41180,2016,366,180,167,17,2,0,0,159,80,51,0,12,159,189,6
"St. Marys, PA",41260,2016,346,321,22,3,0,0,0,126,50,37,0,0,346,0,0
"State College, PA",44300,2016,366,290,74,2,0,0,0,122,59,40,0,1,265,100,0
"Steamboat Springs, CO",44460,2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352
"Stockton-Lodi, CA",44700,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3
"Summerville, GA",44900,2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0
"Syracuse, NY",45060,2016,366,334,30,2,0,0,0,122,50,35,0,0,329,37,0
"Tahlequah, OK",45140,2016,269,250,19,0,0,0,0,77,49,38,0,0,269,0,0
"Talladega-Sylacauga, AL",45180,2016,117,99,18,0,0,0,0,79,52,35,0,0,0,117,0
"Tallahassee, FL",45220,2016,366,284,80,1,1,0,0,175,59,41,1,0,173,192,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2016,366,266,97,2,1,0,0,154,67,44,0,0,243,122,1
"Taos, NM",45340,2016,362,360,2,0,0,0,0,54,25,12,0,0,0,362,0
"Terre Haute, IN",45460,2016,363,252,110,1,0,0,0,108,67,41,0,0,128,235,0
"Texarkana, TX-AR",45500,2016,273,221,52,0,0,0,0,76,54,36,0,0,0,273,0
"The Dalles, OR",45520,2016,358,322,36,0,0,0,0,77,51,32,0,0,152,206,0
"Toledo, OH",45780,2016,334,250,79,5,0,0,0,115,64,41,0,0,185,149,0
"Topeka, KS",45820,2016,366,335,31,0,0,0,0,87,49,36,0,0,329,32,5
"Torrington, CT",45860,2016,366,308,50,7,1,0,0,164,61,38,1,0,335,30,0
"Traverse City, MI",45900,2016,170,146,18,6,0,0,0,143,61,38,0,0,170,0,0
"Trenton, NJ",45940,2016,366,256,97,12,1,0,0,151,64,42,0,0,233,133,0
"Truckee-Grass Valley, CA",46020,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
"Tucson, AZ",46060,2016,366,203,159,4,0,0,0,119,74,49,0,0,246,13,107
"Tulsa, OK",46140,2016,366,233,130,2,1,0,0,164,67,46,0,1,214,151,0
"Tupelo, MS",46180,2016,238,224,14,0,0,0,0,80,49,39,0,0,238,0,0
"Tuscaloosa, AL",46220,2016,365,224,141,0,0,0,0,100,59,47,0,0,93,272,0
"Twin Falls, ID",46300,2016,360,356,4,0,0,0,0,64,32,17,0,0,0,360,0
"Tyler, TX",46340,2016,366,344,21,1,0,0,0,101,48,37,0,5,361,0,0
"Ukiah, CA",46380,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
"Urban Honolulu, HI",46520,2016,366,353,13,0,0,0,0,60,43,31,0,1,282,62,21
"Utica-Rome, NY",46540,2016,366,338,24,4,0,0,0,108,48,34,0,0,271,95,0
"Valdosta, GA",46660,2016,327,276,51,0,0,0,0,74,54,33,0,0,0,327,0
"Vallejo-Fairfield, CA",46700,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0
"Vernal, UT",46860,2016,366,249,106,4,5,2,0,216,74,47,0,1,349,16,0
"Victoria, TX",47020,2016,348,328,20,0,0,0,0,90,47,33,0,0,348,0,0
"Vincennes, IN",47180,2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0
"Vineland-Bridgeton, NJ",47220,2016,366,301,64,1,0,0,0,136,59,39,0,4,244,118,0
"Vineyard Haven, MA",47240,2016,354,340,12,2,0,0,0,126,46,35,0,0,339,15,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2016,366,315,48,3,0,0,0,133,52,37,0,31,182,153,0
"Visalia-Porterville, CA",47300,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,137,7
"Wabash, IN",47340,2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0
